     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
    239616,         5,         0,    16.4,chromobius,9aeb51568bfb43d85d47916214702632d2e51185b5a2892d773c4d6514f6b90e,"{""d"":9,""p"":0.000221221629107045,""r"":36}",
    116736,        22,         0,    11.8,chromobius,03c8e9f29b1d6baa14724201f89d901da22f33cf231b11974b4ddb7747adc8e6,"{""d"":9,""p"":0.0003562247890262444,""r"":36}",
     64512,        16,         0,    8.36,chromobius,b2b35cfd333a9434155bbd34c9f15b875d0067aa138b8a9465d8b2371ed08565,"{""d"":9,""p"":0.00041753189365604,""r"":36}",
   1156096,       164,         0,   119.9,chromobius,03c8e9f29b1d6baa14724201f89d901da22f33cf231b11974b4ddb7747adc8e6,"{""d"":9,""p"":0.0003562247890262444,""r"":36}",
    203776,        13,         0,    16.4,chromobius,db40c93e3549aacc86d995f83734c17627e0d29fbae8e6d3e9431e224227ff6e,"{""d"":9,""p"":0.0002592943797404667,""r"":36}",
    179200,        10,         0,    16.4,chromobius,85bcdce8107bc60244ab91e109bb67b88bcc5da5e8029ab70fee3815d05ba2fc,"{""d"":9,""p"":0.0003039195382313198,""r"":36}",
    374784,         3,         0,    23.0,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
    163840,        21,         0,    16.5,chromobius,03c8e9f29b1d6baa14724201f89d901da22f33cf231b11974b4ddb7747adc8e6,"{""d"":9,""p"":0.0003562247890262444,""r"":36}",
     91136,        24,         0,    11.7,chromobius,b2b35cfd333a9434155bbd34c9f15b875d0067aa138b8a9465d8b2371ed08565,"{""d"":9,""p"":0.00041753189365604,""r"":36}",
   1969152,        33,         0,   119.7,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
    333824,        12,         0,    23.0,chromobius,9aeb51568bfb43d85d47916214702632d2e51185b5a2892d773c4d6514f6b90e,"{""d"":9,""p"":0.000221221629107045,""r"":36}",
    291840,         8,         0,    23.0,chromobius,db40c93e3549aacc86d995f83734c17627e0d29fbae8e6d3e9431e224227ff6e,"{""d"":9,""p"":0.0002592943797404667,""r"":36}",
    246784,        21,         0,    23.0,chromobius,85bcdce8107bc60244ab91e109bb67b88bcc5da5e8029ab70fee3815d05ba2fc,"{""d"":9,""p"":0.0003039195382313198,""r"":36}",
    125952,        37,         0,    16.5,chromobius,b2b35cfd333a9434155bbd34c9f15b875d0067aa138b8a9465d8b2371ed08565,"{""d"":9,""p"":0.00041753189365604,""r"":36}",
    228352,        34,         0,    22.9,chromobius,03c8e9f29b1d6baa14724201f89d901da22f33cf231b11974b4ddb7747adc8e6,"{""d"":9,""p"":0.0003562247890262444,""r"":36}",
    520192,         7,         0,    32.1,chromobius,ef319fb3c976f34bd0d9f3548bf94401473161e521a8519f112c51e024784cb6,"{""d"":9,""p"":0.00018873918221350977,""r"":36}",
    463872,         8,         0,    32.1,chromobius,9aeb51568bfb43d85d47916214702632d2e51185b5a2892d773c4d6514f6b90e,"{""d"":9,""p"":0.000221221629107045,""r"":36}",
    178176,        55,         0,    23.0,chromobius,b2b35cfd333a9434155bbd34c9f15b875d0067aa138b8a9465d8b2371ed08565,"{""d"":9,""p"":0.00041753189365604,""r"":36}",
