     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
    493568,       257,         0,    8.33,chromobius,ead362d2e561f309859baf28e940191a512d296dfeaf9fa95a8acab020214138,"{""d"":7,""p"":0.00016102620275609394,""r"":28}",
    335872,       276,         0,    8.35,chromobius,4379df360ef72cd398a33dfd12c2aa2910be0cc966516b227a32b869053e1f71,"{""d"":7,""p"":0.00018873918221350977,""r"":28}",
    377856,       412,         0,    8.34,chromobius,4c19e83f76f32eec0db52a2822374ef7f4dc006a26cea33b54a6950661613d2a,"{""d"":7,""p"":0.000221221629107045,""r"":28}",
    324608,       502,         0,    8.34,chromobius,9d5ae15aed89a7201e4b85a900d908f1f0e4101735835a12ca6ed03d8fc1a459,"{""d"":7,""p"":0.0002592943797404667,""r"":28}",
     52224,       590,         0,    3.04,chromobius,ba0a4d529435be15c87c68a47844f2447c78259e5c81ab72f4fe7d8399909f58,"{""d"":7,""p"":0.0005736152510448681,""r"":28}",
    277504,       646,         0,    8.33,chromobius,b6e2d8cbb246ade578edc36bec96423bc615910a1b46a4125ee149c8d12fdcea,"{""d"":7,""p"":0.0003039195382313198,""r"":28}",
    231424,       819,         0,    8.37,chromobius,fdcdaa8a6d0e4f8443a122a24813993d8a0ccab1310d147fd7989333c6afb0ba,"{""d"":7,""p"":0.0003562247890262444,""r"":28}",
    120832,       926,         0,    6.00,chromobius,7432645dfb0e9240df5de1b960e767679ecc4d12ef3f6a8dcf2b995488f5278b,"{""d"":7,""p"":0.0004893900918477494,""r"":28}",
     73728,       834,         0,    4.27,chromobius,ba0a4d529435be15c87c68a47844f2447c78259e5c81ab72f4fe7d8399909f58,"{""d"":7,""p"":0.0005736152510448681,""r"":28}",
    155648,       799,         0,    8.36,chromobius,9cb6fe268404e3b83e6891e273365c82e0e7f6f9a5c76e2e1fc224ede16edc52,"{""d"":7,""p"":0.00041753189365604,""r"":28}",
   1045504,       170,         0,    11.6,chromobius,c231a2c617033823668e2229d87e3313af9499a902dd252c02b0c6c5a73551b9,"{""d"":7,""p"":0.0001,""r"":28}",
    724992,       162,         0,    11.6,chromobius,e237c3fe94c11a918b39f51cae3a6e363feef7644e7f0baa16aca32c95b765b6,"{""d"":7,""p"":0.00011721022975334806,""r"":28}",
    633856,       232,         0,    11.6,chromobius,4a36b7e21a3f27d16a040063e2c5deb44e611e0ee373e0558f774b06c456436f,"{""d"":7,""p"":0.00013738237958832623,""r"":28}",
    685056,       343,         0,    11.7,chromobius,ead362d2e561f309859baf28e940191a512d296dfeaf9fa95a8acab020214138,"{""d"":7,""p"":0.00016102620275609394,""r"":28}",
    468992,       351,         0,    11.6,chromobius,4379df360ef72cd398a33dfd12c2aa2910be0cc966516b227a32b869053e1f71,"{""d"":7,""p"":0.00018873918221350977,""r"":28}",
    104448,      1218,         0,    6.01,chromobius,ba0a4d529435be15c87c68a47844f2447c78259e5c81ab72f4fe7d8399909f58,"{""d"":7,""p"":0.0005736152510448681,""r"":28}",
    530432,       570,         0,    11.7,chromobius,4c19e83f76f32eec0db52a2822374ef7f4dc006a26cea33b54a6950661613d2a,"{""d"":7,""p"":0.000221221629107045,""r"":28}",
    168960,      1261,         0,    8.37,chromobius,7432645dfb0e9240df5de1b960e767679ecc4d12ef3f6a8dcf2b995488f5278b,"{""d"":7,""p"":0.0004893900918477494,""r"":28}",
    460800,       725,         0,    11.7,chromobius,9d5ae15aed89a7201e4b85a900d908f1f0e4101735835a12ca6ed03d8fc1a459,"{""d"":7,""p"":0.0002592943797404667,""r"":28}",
    395264,       884,         0,    11.7,chromobius,b6e2d8cbb246ade578edc36bec96423bc615910a1b46a4125ee149c8d12fdcea,"{""d"":7,""p"":0.0003039195382313198,""r"":28}",
    327680,      1152,         0,    11.7,chromobius,fdcdaa8a6d0e4f8443a122a24813993d8a0ccab1310d147fd7989333c6afb0ba,"{""d"":7,""p"":0.0003562247890262444,""r"":28}",
     63488,       730,         0,    3.58,chromobius,ba0a4d529435be15c87c68a47844f2447c78259e5c81ab72f4fe7d8399909f58,"{""d"":7,""p"":0.0005736152510448681,""r"":28}",
       273,         3,         0,   0.027,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
      1024,        16,         0,   0.097,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
      1024,        15,         0,   0.074,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
      1024,        14,         0,   0.105,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
      1024,        20,         0,   0.083,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
      1024,        21,         0,   0.091,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
     76800,       564,         0,    3.80,chromobius,7432645dfb0e9240df5de1b960e767679ecc4d12ef3f6a8dcf2b995488f5278b,"{""d"":7,""p"":0.0004893900918477494,""r"":28}",
      1024,        14,         0,   0.085,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
       273,         6,         0,   0.045,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
      2048,        42,         0,   0.170,chromobius,3a190c47ddc7711f2f56601982957d42cfcbc64a1223a215c3fd36f22c58bbdf,"{""d"":7,""p"":0.0006723357536499335,""r"":28}",
      1024,        22,         0,   0.104,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
      1024,        35,         0,   0.101,chromobius,3c1aa3dcfbbeac8be78228c1394561933cab2667f5e08748fa9cf86c47509696,"{""d"":7,""p"":0.0007880462815669912,""r"":28}",
